median_house_value,housing_median_age,total_rooms,population,total_bedrooms,households,median_income,ocean_proximity,latitude,longitude,is_train,scaled_housing_median_age,scaled_clean_total_rooms,scaled_clean_population,scaled_clean_total_bedrooms,scaled_clean_households,scaled_clean_median_income,log10_median_house_value,bucketized_longitude,bucketized_latitude,bucketized_latitude_X_bucketized_longitude,hashed_bucketized_latitude_X_bucketized_longitude,encoded_ocean_proximity
191300.0,52.0,696.0,345.0,191.0,174.0,2.6736,NEAR BAY,37.84,-122.26,True,1.8574275,-1.2512199,-1.295344,-1.0865852,-1.1120962,-0.68140054,5.281715,1,8,8_X_1,128,3
159200.0,52.0,2643.0,1212.0,626.0,620.0,1.9167,NEAR BAY,37.85,-122.26,True,1.8574275,0.14286543,-0.16493256,0.4288699,0.5669604,-1.1373767,5.201943,1,8,8_X_1,128,3
140000.0,50.0,1120.0,697.0,283.0,264.0,2.125,NEAR BAY,37.85,-122.26,True,1.6984171,-0.9476286,-0.83639956,-0.76607513,-0.7732731,-1.0118914,5.146128,1,8,8_X_1,128,3
152500.0,52.0,1966.0,793.0,347.0,331.0,2.775,NEAR BAY,37.85,-122.27,True,1.8574275,-0.34187815,-0.7112329,-0.5431116,-0.5210381,-0.62031454,5.18327,1,8,8_X_1,128,3
155500.0,52.0,1228.0,648.0,293.0,303.0,2.1202,NEAR BAY,37.85,-122.27,True,1.8574275,-0.8702988,-0.90028673,-0.73123705,-0.62644976,-1.014783,5.1917305,1,8,8_X_1,128,3
158700.0,50.0,2239.0,990.0,455.0,419.0,1.9911,NEAR BAY,37.84,-122.26,True,1.6984171,-0.14640549,-0.45438048,-0.1668607,-0.18974446,-1.0925561,5.200577,1,8,8_X_1,128,3
162900.0,52.0,1503.0,690.0,298.0,275.0,2.6033,NEAR BAY,37.84,-122.27,True,1.8574275,-0.6733941,-0.8455263,-0.713818,-0.7318614,-0.72375107,5.211921,1,8,8_X_1,128,3
147500.0,40.0,751.0,409.0,184.0,166.0,1.3578,NEAR BAY,37.85,-122.27,True,0.903365,-1.211839,-1.2118995,-1.1109718,-1.1422138,-1.4740725,5.1687922,1,8,8_X_1,128,3
159800.0,42.0,1639.0,929.0,367.0,366.0,1.7135,NEAR BAY,37.85,-122.27,True,1.0623754,-0.5760158,-0.53391343,-0.47343552,-0.3892736,-1.2597896,5.2035766,1,8,8_X_1,128,3
113900.0,52.0,2436.0,1015.0,541.0,478.0,1.725,NEAR BAY,37.84,-122.27,True,1.8574275,-0.0053501134,-0.421785,0.1327465,0.032372896,-1.2528617,5.056524,1,8,8_X_1,128,3
99700.0,52.0,1688.0,853.0,337.0,325.0,2.1806,NEAR BAY,37.84,-122.27,True,1.8574275,-0.5409309,-0.6330037,-0.57794964,-0.54362637,-0.9783965,4.9986954,1,8,8_X_1,128,3
132600.0,52.0,2224.0,1006.0,437.0,422.0,2.6,NEAR BAY,37.84,-122.27,True,1.8574275,-0.15714574,-0.43351936,-0.22956918,-0.17845036,-0.72573906,5.1225433,1,8,8_X_1,128,3
107500.0,41.0,535.0,317.0,123.0,119.0,2.4038,NEAR BAY,37.85,-122.28,True,0.9828702,-1.3664987,-1.331851,-1.3234838,-1.3191547,-0.843935,5.0314083,1,8,8_X_1,128,3
93800.0,49.0,1130.0,607.0,244.0,239.0,2.4597,NEAR BAY,37.85,-122.28,True,1.6189119,-0.9404685,-0.95374334,-0.9019435,-0.86739063,-0.8102594,4.972203,1,8,8_X_1,128,3
105500.0,52.0,1898.0,1102.0,421.0,397.0,1.808,NEAR BAY,37.85,-122.28,True,1.8574275,-0.39056733,-0.3083527,-0.28531006,-0.27256787,-1.2028604,5.0232525,1,8,8_X_1,128,3
108900.0,50.0,2082.0,1131.0,492.0,473.0,1.6424,NEAR BAY,37.84,-122.28,True,1.6984171,-0.25882018,-0.27054194,-0.037959926,0.013549392,-1.3026221,5.037028,1,8,8_X_1,128,3
132000.0,52.0,729.0,395.0,160.0,155.0,1.6875,NEAR BAY,37.84,-122.28,False,1.8574275,-1.2275914,-1.2301531,-1.194583,-1.1836255,-1.2754526,5.120574,1,8,8_X_1,128,3
122300.0,49.0,1916.0,863.0,447.0,378.0,1.9274,NEAR BAY,37.84,-122.28,True,1.6189119,-0.37767902,-0.61996555,-0.19473113,-0.3440972,-1.1309307,5.0874267,1,8,8_X_1,128,3
115200.0,52.0,2153.0,1168.0,481.0,441.0,1.9615,NEAR BAY,37.84,-122.28,True,1.8574275,-0.20798296,-0.22230062,-0.07628178,-0.10692104,-1.1103879,5.0614524,1,8,8_X_1,128,3
110400.0,48.0,1922.0,1026.0,409.0,335.0,1.7969,NEAR BAY,37.84,-122.27,False,1.5394067,-0.37338293,-0.407443,-0.3271157,-0.50597936,-1.2095473,5.042969,1,8,8_X_1,128,3
104900.0,49.0,1655.0,754.0,366.0,329.0,1.375,NEAR BAY,37.83,-122.27,True,1.6189119,-0.56455946,-0.76208186,-0.47691932,-0.52856755,-1.4637108,5.0207753,1,8,8_X_1,128,3
109700.0,51.0,2665.0,1258.0,574.0,536.0,2.7303,NEAR BAY,37.83,-122.27,True,1.7779223,0.15861781,-0.104956865,0.24771206,0.25072554,-0.647243,5.0402064,1,8,8_X_1,128,3
97200.0,49.0,1215.0,570.0,282.0,264.0,1.4861,NEAR BAY,37.83,-122.27,True,1.6189119,-0.879607,-1.0019846,-0.7695589,-0.7732731,-1.3967812,4.987666,1,8,8_X_1,128,3
104500.0,48.0,1798.0,987.0,432.0,374.0,1.0972,NEAR BAY,37.83,-122.27,True,1.5394067,-0.46216905,-0.45829192,-0.2469882,-0.35915598,-1.6310647,5.0191164,1,8,8_X_1,128,3
103900.0,52.0,1511.0,901.0,390.0,403.0,1.4103,NEAR BAY,37.83,-122.28,False,1.8574275,-0.66766596,-0.5704204,-0.393308,-0.24997967,-1.442445,5.0166154,1,8,8_X_1,128,3
191400.0,52.0,1470.0,689.0,330.0,309.0,3.48,NEAR BAY,37.83,-122.26,True,1.8574275,-0.6970227,-0.8468301,-0.6023363,-0.6038616,-0.19560435,5.281942,1,8,8_X_1,128,3
176000.0,52.0,2432.0,1377.0,715.0,696.0,2.5898,NEAR BAY,37.83,-122.26,True,1.8574275,-0.008214182,0.050197646,0.7389285,0.8530777,-0.7318838,5.2455125,1,8,8_X_1,128,3
155400.0,52.0,1665.0,946.0,419.0,395.0,2.0978,NEAR BAY,37.83,-122.26,True,1.8574275,-0.55739933,-0.51174855,-0.29227766,-0.28009728,-1.0282774,5.191451,1,8,8_X_1,128,3
150000.0,51.0,936.0,517.0,311.0,249.0,1.2852,NEAR BAY,37.83,-122.26,True,1.7779223,-1.0793757,-1.0710871,-0.66852856,-0.8297436,-1.5178086,5.176091,1,8,8_X_1,128,3
118800.0,49.0,713.0,462.0,202.0,189.0,1.025,NEAR BAY,37.84,-122.26,False,1.6189119,-1.2390476,-1.1427971,-1.0482633,-1.0556257,-1.6745597,5.074816,1,8,8_X_1,128,3
188800.0,52.0,950.0,467.0,202.0,198.0,3.9643,NEAR BAY,37.84,-122.26,True,1.8574275,-1.0693516,-1.136278,-1.0482633,-1.0217433,0.09615047,5.276002,1,8,8_X_1,128,3
184400.0,52.0,1443.0,660.0,311.0,292.0,3.0125,NEAR BAY,37.83,-122.26,True,1.8574275,-0.7163551,-0.8846409,-0.66852856,-0.66786146,-0.47723842,5.265761,1,8,8_X_1,128,3
182300.0,52.0,1656.0,718.0,420.0,382.0,2.6768,NEAR BAY,37.83,-122.26,True,1.8574275,-0.5638435,-0.8090194,-0.28879386,-0.32903838,-0.6794728,5.2607865,1,8,8_X_1,128,3
142500.0,50.0,1125.0,616.0,322.0,304.0,2.026,NEAR BAY,37.83,-122.26,True,1.6984171,-0.9440486,-0.9420089,-0.6302067,-0.6226851,-1.0715315,5.153815,1,8,8_X_1,128,3
137500.0,43.0,1007.0,558.0,312.0,253.0,1.7348,NEAR BAY,37.82,-122.27,True,1.1418806,-1.0285386,-1.0176305,-0.6650448,-0.8146848,-1.2469579,5.138303,1,8,8_X_1,128,3
187500.0,40.0,624.0,423.0,195.0,160.0,0.9506,NEAR BAY,37.82,-122.26,True,0.903365,-1.3027731,-1.1936461,-1.07265,-1.164802,-1.7193803,5.273001,1,8,8_X_1,128,3
112500.0,40.0,946.0,700.0,375.0,352.0,1.775,NEAR BAY,37.82,-122.27,True,0.903365,-1.0722157,-0.8324881,-0.44556507,-0.4419794,-1.2227404,5.0511527,1,8,8_X_1,128,3
171900.0,21.0,896.0,735.0,453.0,438.0,0.9218,NEAR BAY,37.82,-122.27,True,-0.60723394,-1.1080165,-0.78685445,-0.1738283,-0.118215136,-1.7367301,5.2352757,1,8,8_X_1,128,3
93800.0,43.0,1868.0,1061.0,456.0,407.0,1.5045,NEAR BAY,37.82,-122.27,True,1.1418806,-0.41204783,-0.36180928,-0.1633769,-0.23492087,-1.3856965,4.972203,1,8,8_X_1,128,3
97500.0,41.0,3221.0,1959.0,853.0,720.0,1.1108,NEAR BAY,37.82,-122.27,True,0.9828702,0.5567233,0.8090206,1.2196935,0.94343054,-1.6228716,4.9890046,1,8,8_X_1,128,3
104200.0,52.0,1630.0,1162.0,456.0,400.0,1.2475,NEAR BAY,37.82,-122.27,True,1.8574275,-0.5824599,-0.23012353,-0.1633769,-0.26127377,-1.5405201,5.0178676,1,8,8_X_1,128,3
87500.0,52.0,1170.0,701.0,235.0,233.0,1.6098,NEAR BAY,37.82,-122.28,True,1.8574275,-0.9118278,-0.83118427,-0.93329775,-0.8899788,-1.3222611,4.942008,1,8,8_X_1,128,3
83100.0,52.0,945.0,576.0,243.0,220.0,1.4113,NEAR BAY,37.82,-122.28,True,1.8574275,-1.0729316,-0.9941617,-0.9054273,-0.93891996,-1.4418427,4.919601,1,8,8_X_1,128,3
87500.0,52.0,1238.0,622.0,288.0,259.0,1.5057,NEAR BAY,37.82,-122.28,False,1.8574275,-0.8631386,-0.93418604,-0.7486561,-0.7920966,-1.3849736,4.942008,1,8,8_X_1,128,3
85300.0,52.0,1489.0,728.0,335.0,244.0,0.8172,NEAR BAY,37.82,-122.28,True,1.8574275,-0.68341833,-0.79598117,-0.58491725,-0.8485671,-1.7997439,4.930949,1,8,8_X_1,128,3
80300.0,52.0,1387.0,1074.0,341.0,304.0,1.2171,NEAR BAY,37.82,-122.28,False,1.8574275,-0.7564521,-0.34485963,-0.56401443,-0.6226851,-1.5588337,4.9047155,1,8,8_X_1,128,3
60000.0,2.0,158.0,94.0,43.0,57.0,2.5625,NEAR BAY,37.82,-122.29,True,-2.117833,-1.636437,-1.6226027,-1.6021882,-1.5525662,-0.74833006,4.778151,0,8,8_X_0,222,3
75700.0,52.0,1121.0,554.0,211.0,187.0,3.3929,NEAR BAY,37.83,-122.29,True,1.8574275,-0.94691265,-1.0228457,-1.016909,-1.063155,-0.24807565,4.879096,0,8,8_X_0,222,3
75000.0,49.0,135.0,86.0,29.0,23.0,6.1183,NEAR BAY,37.82,-122.29,True,1.6189119,-1.6529055,-1.6330333,-1.6509615,-1.6805661,1.3937757,4.875061,0,8,8_X_0,222,3
86100.0,50.0,760.0,377.0,190.0,122.0,0.9011,NEAR BAY,37.81,-122.29,True,1.6984171,-1.2053949,-1.2536218,-1.0900689,-1.3078606,-1.7492003,4.9350033,0,7,7_X_0,174,3
76100.0,52.0,1224.0,521.0,237.0,159.0,1.1909999999999998,NEAR BAY,37.81,-122.3,True,1.8574275,-0.87316287,-1.0658718,-0.92633015,-1.1685667,-1.5745571,4.881385,0,7,7_X_0,174,3
73500.0,48.0,828.0,392.0,182.0,133.0,2.5938,NEAR BAY,37.81,-122.3,True,1.5394067,-1.1567056,-1.2340645,-1.1179394,-1.2664489,-0.7294741,4.866287,0,7,7_X_0,174,3
78400.0,52.0,1010.0,604.0,209.0,187.0,1.1667,NEAR BAY,37.81,-122.3,True,1.8574275,-1.0263906,-0.9576548,-1.0238767,-1.063155,-1.5891961,4.894316,0,7,7_X_0,174,3
84400.0,48.0,1455.0,788.0,354.0,332.0,0.8056,NEAR BAY,37.81,-122.3,True,1.5394067,-0.7077629,-0.717752,-0.518725,-0.5172734,-1.8067319,4.9263425,0,7,7_X_0,174,3
81300.0,52.0,1027.0,492.0,244.0,147.0,2.6094,NEAR BAY,37.8,-122.29,True,1.8574275,-1.0142182,-1.1036825,-0.9019435,-1.2137431,-0.72007626,4.9100904,0,7,7_X_0,174,3
85000.0,52.0,572.0,274.0,109.0,82.0,1.8516,NEAR BAY,37.81,-122.3,False,1.8574275,-1.340006,-1.3879151,-1.3722571,-1.4584486,-1.1765946,4.929419,0,7,7_X_0,174,3
129200.0,46.0,2801.0,1823.0,644.0,611.0,0.9802,NEAR BAY,37.81,-122.29,True,1.3803962,0.25599614,0.6317011,0.49157837,0.53307813,-1.7015485,5.1112623,0,7,7_X_0,174,3
82500.0,26.0,768.0,392.0,152.0,127.0,1.7719,NEAR BAY,37.81,-122.29,True,-0.2097079,-1.1996666,-1.2340645,-1.2224535,-1.2890371,-1.224608,4.916454,0,7,7_X_0,174,3
95200.0,46.0,935.0,582.0,297.0,277.0,0.7286,NEAR BAY,37.81,-122.29,True,1.3803962,-1.0800918,-0.9863388,-0.71730185,-0.724332,-1.8531188,4.9786367,0,7,7_X_0,174,3
75000.0,49.0,844.0,560.0,204.0,152.0,1.75,NEAR BAY,37.81,-122.29,False,1.6189119,-1.1452494,-1.0150229,-1.0412956,-1.1949196,-1.2378011,4.875061,0,7,7_X_0,174,3
67500.0,46.0,12.0,18.0,4.0,7.0,0.4999,NEAR BAY,37.81,-122.29,True,1.3803962,-1.7409756,-1.7216929,-1.7380567,-1.7408012,-1.9908936,4.8293037,0,7,7_X_0,174,3
137500.0,20.0,835.0,290.0,161.0,133.0,2.483,NEAR BAY,37.81,-122.29,True,-0.68673915,-1.1516936,-1.3670541,-1.1910993,-1.2664489,-0.7962229,5.138303,0,7,7_X_0,174,3
177500.0,17.0,1237.0,762.0,462.0,439.0,0.9241,NEAR BAY,37.81,-122.28,True,-0.92525476,-0.86385465,-0.7516513,-0.14247407,-0.11445044,-1.7353445,5.2491984,1,7,7_X_1,103,3
102100.0,36.0,2914.0,1236.0,562.0,509.0,2.4464,NEAR BAY,37.81,-122.28,True,0.5853442,0.33690608,-0.1336409,0.2059064,0.14907862,-0.8182717,5.0090256,1,7,7_X_1,103,3
108300.0,19.0,1207.0,721.0,243.0,207.0,1.1111,NEAR BAY,37.81,-122.28,False,-0.76624435,-0.88533515,-0.8051079,-0.9054273,-0.98786104,-1.6226909,5.0346284,1,7,7_X_1,103,3
112500.0,23.0,1745.0,1054.0,374.0,325.0,0.8026,NEAR BAY,37.81,-122.29,True,-0.44822353,-0.50011796,-0.37093604,-0.44904888,-0.54362637,-1.8085393,5.0511527,0,7,7_X_0,174,3
131300.0,38.0,684.0,344.0,176.0,155.0,2.0114,NEAR BAY,37.8,-122.28,True,0.7443546,-1.2598121,-1.2966478,-1.1388422,-1.1836255,-1.0803269,5.1182647,1,7,7_X_1,103,3
162500.0,17.0,924.0,609.0,289.0,289.0,1.5,NEAR BAY,37.81,-122.28,True,-0.92525476,-1.087968,-0.9511357,-0.74517226,-0.6791556,-1.3884075,5.2108536,1,7,7_X_1,103,3
112500.0,52.0,210.0,183.0,56.0,56.0,1.1667,NEAR BAY,37.81,-122.27,True,1.8574275,-1.5992042,-1.5065627,-1.5568987,-1.5563309,-1.5891961,5.0511527,1,7,7_X_1,103,3
112500.0,52.0,340.0,200.0,97.0,87.0,1.5208,NEAR BAY,37.81,-122.28,True,1.8574275,-1.506122,-1.4843978,-1.4140627,-1.4396251,-1.375877,5.0511527,1,7,7_X_1,103,3
137500.0,52.0,386.0,346.0,164.0,155.0,0.8075,NEAR BAY,37.81,-122.28,False,1.8574275,-1.4731852,-1.2940402,-1.1806479,-1.1836255,-1.8055874,5.138303,1,7,7_X_1,103,3
118800.0,35.0,948.0,467.0,184.0,169.0,1.8088,NEAR BAY,37.81,-122.28,True,0.505839,-1.0707836,-1.136278,-1.1109718,-1.1309197,-1.2023784,5.074816,1,7,7_X_1,103,3
98200.0,52.0,773.0,377.0,143.0,115.0,2.4083,NEAR BAY,37.81,-122.28,True,1.8574275,-1.1960866,-1.2536218,-1.2538078,-1.3342135,-0.84122413,4.9921117,1,7,7_X_1,103,3
118800.0,40.0,880.0,582.0,451.0,380.0,0.977,NEAR BAY,37.81,-122.27,True,0.903365,-1.1194727,-0.9863388,-0.18079592,-0.3365678,-1.7034762,5.074816,1,7,7_X_1,103,3
162500.0,10.0,875.0,546.0,348.0,330.0,0.76,NEAR BAY,37.81,-122.27,True,-1.4817913,-1.1230528,-1.0332763,-0.5396278,-0.52480286,-1.8342026,5.2108536,1,7,7_X_1,103,3
137500.0,10.0,105.0,125.0,42.0,39.0,0.9722,NEAR BAY,37.8,-122.27,True,-1.4817913,-1.674386,-1.5821843,-1.605672,-1.6203308,-1.7063679,5.138303,1,7,7_X_1,103,3
500001.0,52.0,249.0,396.0,78.0,85.0,1.2434,NEAR BAY,37.8,-122.27,True,1.8574275,-1.5712795,-1.2288492,-1.480255,-1.4471545,-1.54299,5.698971,1,7,7_X_1,103,3
162500.0,16.0,994.0,800.0,392.0,362.0,2.0938,NEAR BAY,37.8,-122.27,True,-1.00476,-1.0378468,-0.7021062,-0.3863404,-0.4043324,-1.0306871,5.2108536,1,7,7_X_1,103,3
137500.0,52.0,215.0,904.0,87.0,88.0,0.8668,NEAR BAY,37.8,-122.28,True,1.8574275,-1.5956241,-0.56650895,-1.4489008,-1.4358604,-1.7698635,5.138303,1,7,7_X_1,103,3
162500.0,52.0,96.0,191.0,31.0,34.0,0.75,NEAR BAY,37.8,-122.28,True,1.8574275,-1.6808301,-1.4961323,-1.6439939,-1.6391543,-1.8402269,5.2108536,1,7,7_X_1,103,3
187500.0,27.0,1055.0,718.0,347.0,302.0,2.6354,NEAR BAY,37.79,-122.27,True,-0.1302027,-0.9941698,-0.8090194,-0.5431116,-0.63021445,-0.70441324,5.273001,1,7,7_X_1,103,3
179200.0,39.0,1715.0,1327.0,623.0,467.0,1.8477,NEAR BAY,37.8,-122.27,True,0.8238598,-0.52159846,-0.014993326,0.4184185,-0.009038813,-1.178944,5.253338,1,7,7_X_1,103,3
130000.0,36.0,5329.0,3469.0,2477.0,2323.0,2.0096,NEAR BAY,37.8,-122.26,True,0.5853442,2.0660875,2.350135,2.3310273,2.3495462,-1.0814112,5.1139436,1,7,7_X_1,103,3
183800.0,31.0,4596.0,2048.0,1331.0,1180.0,2.8345,NEAR BAY,37.82,-122.26,True,0.18781814,1.5412469,0.9250605,2.3310273,2.3495462,-0.5844702,5.2643456,1,8,8_X_1,128,3
125000.0,29.0,335.0,202.0,107.0,91.0,2.0062,NEAR BAY,37.81,-122.26,True,0.028807726,-1.5097021,-1.4817902,-1.3792248,-1.4245664,-1.0834595,5.09691,1,7,7_X_1,103,3
170000.0,22.0,3682.0,2024.0,1270.0,1250.0,1.2185,NEAR BAY,37.82,-122.26,False,-0.52772874,0.8868072,0.8937688,2.3310273,2.3495462,-1.5579904,5.2304487,1,8,8_X_1,128,3
193100.0,37.0,3633.0,1838.0,1085.0,980.0,2.6104,NEAR BAY,37.82,-122.26,True,0.6648494,0.85172236,0.6512584,2.0279362,1.9222528,-0.71947384,5.2857823,1,8,8_X_1,128,3
257800.0,29.0,4656.0,2304.0,1414.0,1250.0,2.4912,NEAR BAY,37.81,-122.25,False,0.028807726,1.5842079,1.2588383,2.3310273,2.3495462,-0.791283,5.411283,1,7,7_X_1,103,3
273400.0,28.0,5806.0,2563.0,1603.0,1497.0,3.2177,NEAR BAY,37.81,-122.25,True,-0.050697483,2.3209896,1.5965275,2.3310273,2.3495462,-0.35362065,5.4367986,1,7,7_X_1,103,3
237500.0,39.0,854.0,389.0,242.0,228.0,3.125,NEAR BAY,37.81,-122.25,True,0.8238598,-1.1380892,-1.237976,-0.9089111,-0.90880233,-0.40946552,5.3756638,1,7,7_X_1,103,3
350000.0,52.0,2155.0,895.0,701.0,613.0,2.5795,NEAR BAY,37.81,-122.25,True,1.8574275,-0.20655093,-0.5782433,0.69015527,0.5406075,-0.7380888,5.544068,1,7,7_X_1,103,3
335700.0,34.0,5871.0,2689.0,1914.0,1789.0,2.8406,NEAR BAY,37.81,-122.26,True,0.42633376,2.3209896,1.7608087,2.3310273,2.3495462,-0.5807954,5.5259514,1,7,7_X_1,103,3
313400.0,52.0,1509.0,674.0,225.0,244.0,4.9306,NEAR BAY,37.82,-122.24,True,1.8574275,-0.66909796,-0.8663874,-0.9681358,-0.8485671,0.6782746,5.496099,1,8,8_X_1,128,3
268500.0,52.0,2026.0,709.0,482.0,456.0,3.2727,NEAR BAY,37.81,-122.24,True,1.8574275,-0.29891714,-0.82075375,-0.07279798,-0.050450522,-0.32048723,5.428944,1,7,7_X_1,103,3
259400.0,52.0,1758.0,686.0,460.0,422.0,3.1691,NEAR BAY,37.81,-122.25,True,1.8574275,-0.4908097,-0.85074157,-0.14944167,-0.17845036,-0.38289854,5.41397,1,7,7_X_1,103,3
275700.0,52.0,3481.0,1444.0,751.0,718.0,3.9,NEAR BAY,37.82,-122.24,True,1.8574275,0.7428878,0.13755354,0.8643455,0.9359011,0.057414494,5.440437,1,8,8_X_1,128,3
225000.0,28.0,3337.0,1520.0,855.0,802.0,3.9063,NEAR BAY,37.82,-122.25,False,-0.050697483,0.6397813,0.23664382,1.2266612,1.252136,0.061209776,5.3521824,1,8,8_X_1,128,3
262500.0,52.0,1424.0,550.0,289.0,253.0,5.0917,NEAR BAY,37.82,-122.25,True,1.8574275,-0.7299594,-1.028061,-0.74517226,-0.8146848,0.77532536,5.4191294,1,8,8_X_1,128,3
218500.0,32.0,3809.0,1806.0,1098.0,1022.0,2.6429,NEAR BAY,37.82,-122.25,True,0.26732334,0.9777414,0.6095362,2.0732257,2.0803702,-0.699895,5.3394513,1,8,8_X_1,128,3
255000.0,26.0,3959.0,1749.0,1196.0,1217.0,3.0233,NEAR BAY,37.82,-122.25,True,-0.2097079,1.0851439,0.5352185,2.3310273,2.3495462,-0.47073224,5.4065404,1,8,8_X_1,128,3
224100.0,52.0,2376.0,939.0,559.0,519.0,3.1484,NEAR BAY,37.83,-122.25,True,1.8574275,-0.04831114,-0.5208753,0.19545498,0.18672563,-0.39536875,5.350442,1,8,8_X_1,128,3
243100.0,35.0,1613.0,675.0,428.0,422.0,3.4722,NEAR BAY,37.83,-122.25,True,0.505839,-0.5946322,-0.8650836,-0.26092342,-0.17845036,-0.20030327,5.385785,1,8,8_X_1,128,3
231600.0,52.0,1279.0,534.0,287.0,291.0,3.1429,NEAR BAY,37.83,-122.25,True,1.8574275,-0.8337819,-1.0489222,-0.75213987,-0.67162615,-0.39868212,5.3647385,1,8,8_X_1,128,3
218500.0,28.0,5022.0,2558.0,1750.0,1661.0,2.4234,NEAR BAY,37.83,-122.25,True,-0.050697483,1.8462702,1.5900084,2.3310273,2.3495462,-0.8321275,5.3394513,1,8,8_X_1,128,3
234100.0,52.0,4190.0,1786.0,1105.0,1037.0,3.0897,NEAR BAY,37.83,-122.25,True,1.8574275,1.250544,0.5834598,2.0976124,2.1368406,-0.43073115,5.3694015,1,8,8_X_1,128,3
327600.0,50.0,2515.0,970.0,399.0,373.0,5.8596,NEAR BAY,37.84,-122.23,True,1.6984171,0.05121524,-0.48045686,-0.36195377,-0.3629207,1.2379282,5.5153437,1,8,8_X_1,128,3
347600.0,47.0,3175.0,1098.0,454.0,485.0,5.2868,NEAR BAY,37.84,-122.23,True,1.4599015,0.52378654,-0.31356797,-0.1703445,0.058725804,0.8928586,5.54108,1,8,8_X_1,128,3
366100.0,41.0,2576.0,794.0,406.0,376.0,5.956,NEAR BAY,37.83,-122.24,True,0.9828702,0.094892286,-0.7099291,-0.33756712,-0.3516266,1.296002,5.5635996,1,8,8_X_1,128,3
335000.0,37.0,334.0,98.0,54.0,47.0,4.9643,NEAR BAY,37.85,-122.24,True,0.6648494,-1.510418,-1.6173874,-1.5638664,-1.5902132,0.69857633,5.525045,1,8,8_X_1,128,3
373600.0,52.0,2800.0,1061.0,411.0,403.0,6.3434,NEAR BAY,37.85,-122.23,True,1.8574275,0.2552801,-0.36180928,-0.3201481,-0.24997967,1.5293818,5.572407,1,8,8_X_1,128,3
389500.0,52.0,3529.0,1177.0,574.0,555.0,5.1773,NEAR BAY,37.84,-122.24,True,1.8574275,0.7772566,-0.21056624,0.24771206,0.32225487,0.82689303,5.5905075,1,8,8_X_1,128,3
